synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,2134,200,0.09372071227741331,1.0,7
0,0,test,187,75,0.40106951871657753,1.0,7
1,1,train,4340,103,0.023732718894009217,1.0,7
1,1,test,305,36,0.1180327868852459,1.0,7
2,2,train,111,40,0.36036036036036034,1.0,7
2,2,test,147,35,0.23809523809523808,1.0,7
3,3,train,641,52,0.0811232449297972,1.0,7
3,3,test,771,9,0.011673151750972763,1.0,7
4,4,train,2409,10,0.004151100041511001,1.0,7
4,4,test,137,119,0.8686131386861314,1.0,7
5,5,train,809,61,0.0754017305315204,1.0,7
5,5,test,979,52,0.05311542390194075,1.0,7
6,6,train,1078,92,0.08534322820037106,1.0,7
6,6,test,608,7,0.011513157894736841,1.0,7
7,7,train,6198,41,0.006615037108744756,1.0,7
7,7,test,390,13,0.03333333333333333,1.0,7
8,8,train,622,440,0.707395498392283,1.0,7
8,8,test,124,32,0.25806451612903225,1.0,7
9,9,train,1203,51,0.04239401496259352,1.0,7
9,9,test,524,3,0.0057251908396946565,1.0,7
10,10,train,1329,415,0.3122648607975922,1.0,7
10,10,test,249,39,0.1566265060240964,1.0,7
11,11,train,1423,138,0.09697821503865074,1.0,7
11,11,test,1290,101,0.07829457364341086,1.0,7
12,12,train,2879,308,0.10698159083014935,1.0,7
12,12,test,411,14,0.0340632603406326,1.0,7
13,13,train,2508,51,0.02033492822966507,1.0,7
13,13,test,380,77,0.2026315789473684,1.0,7
14,14,train,3073,94,0.03058900097624471,1.0,7
14,14,test,490,49,0.1,1.0,7
15,15,train,4449,581,0.13059114407732075,1.0,7
15,15,test,952,74,0.07773109243697479,1.0,7
16,16,train,2007,23,0.0114598903836572,1.0,7
16,16,test,589,40,0.06791171477079797,1.0,7
17,17,train,1017,482,0.47394296951819076,1.0,7
17,17,test,532,108,0.20300751879699247,1.0,7
18,18,train,3707,36,0.009711356892365795,1.0,7
18,18,test,576,38,0.06597222222222222,1.0,7
19,19,train,1887,7,0.0037095919448860626,1.0,7
19,19,test,633,1,0.001579778830963665,1.0,7
20,20,train,821,747,0.9098660170523751,1.0,7
20,20,test,1722,77,0.044715447154471545,1.0,7
21,21,train,658,165,0.2507598784194529,1.0,7
21,21,test,1013,74,0.07305034550839092,1.0,7
22,22,train,1598,24,0.015018773466833541,1.0,7
22,22,test,198,152,0.7676767676767676,1.0,7
23,23,train,1466,120,0.08185538881309687,1.0,7
23,23,test,843,250,0.29655990510083036,1.0,7
24,24,train,829,564,0.6803377563329313,1.0,7
24,24,test,1120,56,0.05,1.0,7
25,25,train,341,20,0.05865102639296188,1.0,7
25,25,test,587,184,0.313458262350937,1.0,7
26,26,train,1508,128,0.08488063660477453,1.0,7
26,26,test,937,5,0.005336179295624333,1.0,7
27,27,train,722,366,0.5069252077562327,1.0,7
27,27,test,384,16,0.041666666666666664,1.0,7
28,28,train,1323,634,0.47921390778533635,1.0,7
28,28,test,956,316,0.3305439330543933,1.0,7
29,29,train,1763,262,0.14861032331253546,1.0,7
29,29,test,254,33,0.12992125984251968,1.0,7
