synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,443,278,0.6275395033860045,0.5,47
0,0,test,442,66,0.1493212669683258,0.5,47
1,1,train,95,1,0.010526315789473684,0.5,47
1,1,test,268,0,0.0,0.5,47
2,2,train,1041,50,0.04803073967339097,0.5,47
2,2,test,36,8,0.2222222222222222,0.5,47
3,3,train,3667,119,0.032451595309517314,0.5,47
3,3,test,1196,0,0.0,0.5,47
4,4,train,217,190,0.8755760368663594,0.5,47
4,4,test,161,1,0.006211180124223602,0.5,47
5,5,train,3877,30,0.007737941707505804,0.5,47
5,5,test,203,96,0.4729064039408867,0.5,47
6,6,train,91,86,0.945054945054945,0.5,47
6,6,test,768,3,0.00390625,0.5,47
7,7,train,3024,121,0.040013227513227514,0.5,47
7,7,test,97,0,0.0,0.5,47
8,8,train,1838,26,0.014145810663764961,0.5,47
8,8,test,188,45,0.2393617021276596,0.5,47
9,9,train,3711,958,0.2581514416599299,0.5,47
9,9,test,277,24,0.08664259927797834,0.5,47
10,10,train,1656,62,0.03743961352657005,0.5,47
10,10,test,428,315,0.735981308411215,0.5,47
11,11,train,4003,110,0.02747939045715713,0.5,47
11,11,test,425,138,0.3247058823529412,0.5,47
12,12,train,606,305,0.5033003300330033,0.5,47
12,12,test,1682,1,0.0005945303210463733,0.5,47
13,13,train,1626,542,0.3333333333333333,0.5,47
13,13,test,28,15,0.5357142857142857,0.5,47
14,14,train,163,161,0.9877300613496932,0.5,47
14,14,test,683,6,0.008784773060029283,0.5,47
15,15,train,1260,0,0.0,0.5,47
15,15,test,348,107,0.3074712643678161,0.5,47
16,16,train,358,13,0.036312849162011177,0.5,47
16,16,test,615,32,0.05203252032520325,0.5,47
17,17,train,2553,0,0.0,0.5,47
17,17,test,299,39,0.13043478260869565,0.5,47
18,18,train,721,275,0.3814147018030513,0.5,47
18,18,test,669,24,0.03587443946188341,0.5,47
19,19,train,883,516,0.5843714609286523,0.5,47
19,19,test,70,9,0.12857142857142856,0.5,47
20,20,train,815,108,0.1325153374233129,0.5,47
20,20,test,960,10,0.010416666666666666,0.5,47
21,21,train,1267,1025,0.8089976322020521,0.5,47
21,21,test,2010,259,0.12885572139303483,0.5,47
22,22,train,804,96,0.11940298507462686,0.5,47
22,22,test,729,19,0.02606310013717421,0.5,47
23,23,train,1726,79,0.04577056778679027,0.5,47
23,23,test,1647,54,0.03278688524590164,0.5,47
24,24,train,1661,53,0.03190848886213125,0.5,47
24,24,test,1851,539,0.29119394921663966,0.5,47
25,25,train,931,56,0.06015037593984962,0.5,47
25,25,test,100,93,0.93,0.5,47
26,26,train,816,705,0.8639705882352942,0.5,47
26,26,test,140,34,0.24285714285714285,0.5,47
27,27,train,940,3,0.0031914893617021275,0.5,47
27,27,test,1359,77,0.05665930831493746,0.5,47
28,28,train,10071,277,0.02750471651275941,0.5,47
28,28,test,152,1,0.006578947368421052,0.5,47
29,29,train,3989,10,0.00250689395838556,0.5,47
29,29,test,457,70,0.15317286652078774,0.5,47
