synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,2296,232,0.10104529616724739,1.0,29
0,0,test,690,44,0.06376811594202898,1.0,29
1,1,train,1998,34,0.01701701701701702,1.0,29
1,1,test,420,24,0.05714285714285714,1.0,29
2,2,train,2783,276,0.09917355371900827,1.0,29
2,2,test,236,47,0.19915254237288135,1.0,29
3,3,train,709,214,0.3018335684062059,1.0,29
3,3,test,1214,34,0.02800658978583196,1.0,29
4,4,train,1420,486,0.34225352112676055,1.0,29
4,4,test,197,11,0.05583756345177665,1.0,29
5,5,train,638,95,0.14890282131661442,1.0,29
5,5,test,351,45,0.1282051282051282,1.0,29
6,6,train,729,230,0.31550068587105623,1.0,29
6,6,test,1448,32,0.022099447513812154,1.0,29
7,7,train,1698,89,0.052414605418138985,1.0,29
7,7,test,925,25,0.02702702702702703,1.0,29
8,8,train,529,48,0.09073724007561437,1.0,29
8,8,test,466,255,0.5472103004291845,1.0,29
9,9,train,912,13,0.01425438596491228,1.0,29
9,9,test,713,123,0.17251051893408134,1.0,29
10,10,train,1378,176,0.12772133526850507,1.0,29
10,10,test,196,49,0.25,1.0,29
11,11,train,1114,342,0.30700179533213645,1.0,29
11,11,test,982,62,0.06313645621181263,1.0,29
12,12,train,261,114,0.4367816091954023,1.0,29
12,12,test,95,65,0.6842105263157895,1.0,29
13,13,train,3223,212,0.0657772261867825,1.0,29
13,13,test,415,62,0.1493975903614458,1.0,29
14,14,train,4770,352,0.07379454926624739,1.0,29
14,14,test,111,69,0.6216216216216216,1.0,29
15,15,train,2400,323,0.13458333333333333,1.0,29
15,15,test,565,36,0.06371681415929203,1.0,29
16,16,train,1814,86,0.047409040793825796,1.0,29
16,16,test,400,13,0.0325,1.0,29
17,17,train,582,70,0.12027491408934708,1.0,29
17,17,test,180,27,0.15,1.0,29
18,18,train,1197,408,0.3408521303258145,1.0,29
18,18,test,1236,18,0.014563106796116505,1.0,29
19,19,train,1894,128,0.0675818373812038,1.0,29
19,19,test,700,36,0.05142857142857143,1.0,29
20,20,train,135,25,0.18518518518518517,1.0,29
20,20,test,789,82,0.10392902408111533,1.0,29
21,21,train,100,24,0.24,1.0,29
21,21,test,1124,21,0.018683274021352312,1.0,29
22,22,train,1564,370,0.23657289002557544,1.0,29
22,22,test,303,95,0.31353135313531355,1.0,29
23,23,train,697,17,0.024390243902439025,1.0,29
23,23,test,296,109,0.36824324324324326,1.0,29
24,24,train,5896,394,0.06682496607869742,1.0,29
24,24,test,1323,460,0.3476946334089191,1.0,29
25,25,train,401,63,0.1571072319201995,1.0,29
25,25,test,801,75,0.09363295880149813,1.0,29
26,26,train,470,123,0.26170212765957446,1.0,29
26,26,test,931,14,0.015037593984962405,1.0,29
27,27,train,1938,127,0.06553147574819401,1.0,29
27,27,test,158,123,0.7784810126582279,1.0,29
28,28,train,4629,919,0.19853100021602937,1.0,29
28,28,test,331,1,0.0030211480362537764,1.0,29
29,29,train,6678,265,0.03968253968253968,1.0,29
29,29,test,692,28,0.04046242774566474,1.0,29
