synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,1829,207,0.1131765992345544,infinity,47
0,0,test,610,63,0.10327868852459017,infinity,47
1,1,train,1829,217,0.11864406779661017,infinity,47
1,1,test,610,71,0.11639344262295082,infinity,47
2,2,train,1829,184,0.10060142154182614,infinity,47
2,2,test,610,62,0.10163934426229508,infinity,47
3,3,train,1829,216,0.1180973209404046,infinity,47
3,3,test,610,79,0.12950819672131147,infinity,47
4,4,train,1829,212,0.11591033351558229,infinity,47
4,4,test,610,70,0.11475409836065574,infinity,47
5,5,train,1829,220,0.1202843083652269,infinity,47
5,5,test,610,82,0.13442622950819672,infinity,47
6,6,train,1829,227,0.12411153635866594,infinity,47
6,6,test,610,80,0.13114754098360656,infinity,47
7,7,train,1829,211,0.11536358665937671,infinity,47
7,7,test,610,67,0.10983606557377049,infinity,47
8,8,train,1829,228,0.12465828321487152,infinity,47
8,8,test,610,66,0.10819672131147541,infinity,47
9,9,train,1829,208,0.11372334609075997,infinity,47
9,9,test,610,71,0.11639344262295082,infinity,47
10,10,train,1829,198,0.1082558775287042,infinity,47
10,10,test,610,68,0.11147540983606558,infinity,47
11,11,train,1829,204,0.11153635866593767,infinity,47
11,11,test,610,64,0.10491803278688525,infinity,47
12,12,train,1829,208,0.11372334609075997,infinity,47
12,12,test,610,63,0.10327868852459017,infinity,47
13,13,train,1828,177,0.09682713347921225,infinity,47
13,13,test,610,71,0.11639344262295082,infinity,47
14,14,train,1828,219,0.11980306345733041,infinity,47
14,14,test,610,68,0.11147540983606558,infinity,47
15,15,train,1828,213,0.11652078774617068,infinity,47
15,15,test,610,80,0.13114754098360656,infinity,47
16,16,train,1828,212,0.11597374179431072,infinity,47
16,16,test,610,65,0.10655737704918032,infinity,47
17,17,train,1828,207,0.11323851203501094,infinity,47
17,17,test,610,51,0.08360655737704918,infinity,47
18,18,train,1828,222,0.12144420131291028,infinity,47
18,18,test,609,75,0.12315270935960591,infinity,47
19,19,train,1828,200,0.10940919037199125,infinity,47
19,19,test,609,72,0.11822660098522167,infinity,47
20,20,train,1828,220,0.12035010940919037,infinity,47
20,20,test,609,73,0.11986863711001643,infinity,47
21,21,train,1828,217,0.1187089715536105,infinity,47
21,21,test,609,68,0.1116584564860427,infinity,47
22,22,train,1828,189,0.10339168490153172,infinity,47
22,22,test,609,59,0.09688013136288999,infinity,47
23,23,train,1828,207,0.11323851203501094,infinity,47
23,23,test,609,63,0.10344827586206896,infinity,47
24,24,train,1828,212,0.11597374179431072,infinity,47
24,24,test,609,80,0.13136288998357964,infinity,47
25,25,train,1828,212,0.11597374179431072,infinity,47
25,25,test,609,64,0.10509031198686371,infinity,47
26,26,train,1828,194,0.1061269146608315,infinity,47
26,26,test,609,74,0.12151067323481117,infinity,47
27,27,train,1828,219,0.11980306345733041,infinity,47
27,27,test,609,63,0.10344827586206896,infinity,47
28,28,train,1828,197,0.10776805251641138,infinity,47
28,28,test,609,81,0.1330049261083744,infinity,47
29,29,train,1828,198,0.10831509846827134,infinity,47
29,29,test,609,72,0.11822660098522167,infinity,47
