synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,2503,113,0.04514582500998801,1.0,23
0,0,test,438,38,0.0867579908675799,1.0,23
1,1,train,209,6,0.028708133971291867,1.0,23
1,1,test,337,185,0.5489614243323442,1.0,23
2,2,train,596,174,0.29194630872483224,1.0,23
2,2,test,481,6,0.012474012474012475,1.0,23
3,3,train,1389,211,0.15190784737221022,1.0,23
3,3,test,779,16,0.02053915275994865,1.0,23
4,4,train,714,323,0.4523809523809524,1.0,23
4,4,test,414,16,0.03864734299516908,1.0,23
5,5,train,2192,173,0.07892335766423357,1.0,23
5,5,test,493,18,0.036511156186612576,1.0,23
6,6,train,2523,8,0.0031708283789139914,1.0,23
6,6,test,532,83,0.15601503759398497,1.0,23
7,7,train,6835,279,0.04081931236283833,1.0,23
7,7,test,917,59,0.064340239912759,1.0,23
8,8,train,1741,121,0.06950028719126938,1.0,23
8,8,test,108,55,0.5092592592592593,1.0,23
9,9,train,1119,74,0.06613047363717604,1.0,23
9,9,test,571,53,0.09281961471103327,1.0,23
10,10,train,2611,491,0.18805055534278053,1.0,23
10,10,test,504,128,0.25396825396825395,1.0,23
11,11,train,911,336,0.36882546652030734,1.0,23
11,11,test,1653,97,0.05868118572292801,1.0,23
12,12,train,4308,301,0.06987000928505106,1.0,23
12,12,test,154,48,0.3116883116883117,1.0,23
13,13,train,647,91,0.14064914992272023,1.0,23
13,13,test,703,0,0.0,1.0,23
14,14,train,1602,67,0.041822721598002495,1.0,23
14,14,test,1435,15,0.010452961672473868,1.0,23
15,15,train,275,7,0.025454545454545455,1.0,23
15,15,test,472,151,0.3199152542372881,1.0,23
16,16,train,1294,323,0.24961360123647605,1.0,23
16,16,test,99,87,0.8787878787878788,1.0,23
17,17,train,1108,178,0.16064981949458484,1.0,23
17,17,test,1504,196,0.13031914893617022,1.0,23
18,18,train,1484,2,0.0013477088948787063,1.0,23
18,18,test,379,123,0.3245382585751979,1.0,23
19,19,train,3835,59,0.015384615384615385,1.0,23
19,19,test,557,183,0.32854578096947934,1.0,23
20,20,train,876,834,0.952054794520548,1.0,23
20,20,test,779,20,0.025673940949935817,1.0,23
21,21,train,2521,220,0.0872669575565252,1.0,23
21,21,test,801,44,0.05493133583021224,1.0,23
22,22,train,251,107,0.4262948207171315,1.0,23
22,22,test,173,17,0.09826589595375723,1.0,23
23,23,train,2306,743,0.32220294882914136,1.0,23
23,23,test,603,78,0.12935323383084577,1.0,23
24,24,train,1417,11,0.0077628793225123505,1.0,23
24,24,test,60,45,0.75,1.0,23
25,25,train,1977,83,0.041982802225594334,1.0,23
25,25,test,390,82,0.21025641025641026,1.0,23
26,26,train,4233,571,0.134892511221356,1.0,23
26,26,test,289,56,0.19377162629757785,1.0,23
27,27,train,1417,91,0.06422018348623854,1.0,23
27,27,test,2100,144,0.06857142857142857,1.0,23
28,28,train,1121,72,0.06422836752899197,1.0,23
28,28,test,232,22,0.09482758620689655,1.0,23
29,29,train,838,186,0.22195704057279236,1.0,23
29,29,test,331,20,0.06042296072507553,1.0,23
