synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,3761,112,0.02977931401223079,0.1,19
0,0,test,13,0,0.0,0.1,19
1,4,train,33952,16,0.000471253534401508,0.1,19
1,4,test,258,0,0.0,0.1,19
2,6,train,11,0,0.0,0.1,19
2,6,test,116,116,1.0,0.1,19
3,10,train,64,64,1.0,0.1,19
3,10,test,9154,0,0.0,0.1,19
4,11,train,668,645,0.9655688622754491,0.1,19
4,11,test,133,0,0.0,0.1,19
5,12,train,386,0,0.0,0.1,19
5,12,test,173,173,1.0,0.1,19
6,17,train,13,0,0.0,0.1,19
6,17,test,11,11,1.0,0.1,19
7,18,train,3669,0,0.0,0.1,19
7,18,test,63,24,0.38095238095238093,0.1,19
8,19,train,454,38,0.08370044052863436,0.1,19
8,19,test,84,81,0.9642857142857143,0.1,19
9,21,train,24,0,0.0,0.1,19
9,21,test,549,0,0.0,0.1,19
10,24,train,2075,1476,0.7113253012048193,0.1,19
10,24,test,1504,70,0.04654255319148936,0.1,19
11,25,train,86,0,0.0,0.1,19
11,25,test,471,0,0.0,0.1,19
12,27,train,25,22,0.88,0.1,19
12,27,test,1585,1583,0.9987381703470032,0.1,19
13,29,train,651,650,0.9984639016897081,0.1,19
13,29,test,2,1,0.5,0.1,19
