synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,2445,81,0.033128834355828224,1.0,41
0,0,test,199,10,0.05025125628140704,1.0,41
1,1,train,778,129,0.16580976863753213,1.0,41
1,1,test,790,70,0.08860759493670886,1.0,41
2,2,train,160,6,0.0375,1.0,41
2,2,test,1739,111,0.06382978723404255,1.0,41
3,3,train,498,61,0.12248995983935743,1.0,41
3,3,test,201,2,0.009950248756218905,1.0,41
4,4,train,725,212,0.2924137931034483,1.0,41
4,4,test,465,3,0.0064516129032258064,1.0,41
5,5,train,4258,542,0.12728980742132456,1.0,41
5,5,test,92,26,0.2826086956521739,1.0,41
6,6,train,848,499,0.5884433962264151,1.0,41
6,6,test,411,6,0.014598540145985401,1.0,41
7,7,train,1141,24,0.021034180543382998,1.0,41
7,7,test,856,60,0.07009345794392523,1.0,41
8,8,train,5737,583,0.10162105630120272,1.0,41
8,8,test,159,4,0.025157232704402517,1.0,41
9,9,train,2105,246,0.1168646080760095,1.0,41
9,9,test,2598,482,0.1855273287143957,1.0,41
10,10,train,2197,125,0.05689576695493855,1.0,41
10,10,test,201,173,0.8606965174129353,1.0,41
11,11,train,187,29,0.15508021390374332,1.0,41
11,11,test,154,104,0.6753246753246753,1.0,41
12,12,train,1244,886,0.7122186495176849,1.0,41
12,12,test,1666,17,0.01020408163265306,1.0,41
13,13,train,1274,371,0.29120879120879123,1.0,41
13,13,test,180,110,0.6111111111111112,1.0,41
14,14,train,1395,277,0.1985663082437276,1.0,41
14,14,test,529,134,0.2533081285444234,1.0,41
15,15,train,475,40,0.08421052631578947,1.0,41
15,15,test,204,28,0.13725490196078433,1.0,41
16,16,train,476,122,0.25630252100840334,1.0,41
16,16,test,267,9,0.033707865168539325,1.0,41
17,17,train,3423,57,0.016652059596844872,1.0,41
17,17,test,1952,26,0.01331967213114754,1.0,41
18,18,train,1112,42,0.03776978417266187,1.0,41
18,18,test,885,170,0.192090395480226,1.0,41
19,19,train,633,188,0.296998420221169,1.0,41
19,19,test,505,45,0.0891089108910891,1.0,41
20,20,train,2468,165,0.06685575364667747,1.0,41
20,20,test,803,23,0.028642590286425903,1.0,41
21,21,train,1287,150,0.11655011655011654,1.0,41
21,21,test,623,55,0.08828250401284109,1.0,41
22,22,train,2428,30,0.012355848434925865,1.0,41
22,22,test,618,73,0.11812297734627832,1.0,41
23,23,train,1302,420,0.3225806451612903,1.0,41
23,23,test,211,29,0.13744075829383887,1.0,41
24,24,train,1463,238,0.16267942583732056,1.0,41
24,24,test,34,3,0.08823529411764706,1.0,41
25,25,train,1958,221,0.1128702757916241,1.0,41
25,25,test,137,40,0.291970802919708,1.0,41
26,26,train,548,240,0.43795620437956206,1.0,41
26,26,test,133,29,0.21804511278195488,1.0,41
27,27,train,4562,20,0.004384042086804033,1.0,41
27,27,test,296,84,0.28378378378378377,1.0,41
28,28,train,339,176,0.5191740412979351,1.0,41
28,28,test,979,61,0.06230847803881512,1.0,41
29,29,train,7387,75,0.010152971436307025,1.0,41
29,29,test,401,98,0.24438902743142144,1.0,41
