synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,1829,199,0.10880262438490979,infinity,11
0,0,test,610,81,0.13278688524590163,infinity,11
1,1,train,1829,207,0.1131765992345544,infinity,11
1,1,test,610,72,0.1180327868852459,infinity,11
2,2,train,1829,187,0.10224166211044286,infinity,11
2,2,test,610,71,0.11639344262295082,infinity,11
3,3,train,1829,223,0.12192454893384364,infinity,11
3,3,test,610,67,0.10983606557377049,infinity,11
4,4,train,1829,192,0.10497539639147074,infinity,11
4,4,test,610,77,0.12622950819672132,infinity,11
5,5,train,1829,207,0.1131765992345544,infinity,11
5,5,test,610,84,0.1377049180327869,infinity,11
6,6,train,1829,202,0.11044286495352652,infinity,11
6,6,test,610,68,0.11147540983606558,infinity,11
7,7,train,1829,209,0.11427009294696555,infinity,11
7,7,test,610,60,0.09836065573770492,infinity,11
8,8,train,1829,214,0.11700382722799343,infinity,11
8,8,test,610,74,0.12131147540983607,infinity,11
9,9,train,1829,215,0.11755057408419901,infinity,11
9,9,test,610,84,0.1377049180327869,infinity,11
10,10,train,1829,182,0.09950792782941498,infinity,11
10,10,test,610,53,0.08688524590163935,infinity,11
11,11,train,1829,207,0.1131765992345544,infinity,11
11,11,test,610,61,0.1,infinity,11
12,12,train,1829,202,0.11044286495352652,infinity,11
12,12,test,610,61,0.1,infinity,11
13,13,train,1828,216,0.11816192560175055,infinity,11
13,13,test,610,76,0.12459016393442623,infinity,11
14,14,train,1828,205,0.11214442013129103,infinity,11
14,14,test,610,59,0.09672131147540984,infinity,11
15,15,train,1828,230,0.12582056892778992,infinity,11
15,15,test,610,61,0.1,infinity,11
16,16,train,1828,188,0.10284463894967177,infinity,11
16,16,test,610,65,0.10655737704918032,infinity,11
17,17,train,1828,198,0.10831509846827134,infinity,11
17,17,test,610,70,0.11475409836065574,infinity,11
18,18,train,1828,200,0.10940919037199125,infinity,11
18,18,test,609,63,0.10344827586206896,infinity,11
19,19,train,1828,217,0.1187089715536105,infinity,11
19,19,test,609,66,0.10837438423645321,infinity,11
20,20,train,1828,196,0.10722100656455143,infinity,11
20,20,test,609,77,0.12643678160919541,infinity,11
21,21,train,1828,227,0.12417943107221006,infinity,11
21,21,test,609,60,0.09852216748768473,infinity,11
22,22,train,1828,211,0.11542669584245077,infinity,11
22,22,test,609,56,0.09195402298850575,infinity,11
23,23,train,1828,199,0.10886214442013128,infinity,11
23,23,test,609,61,0.10016420361247948,infinity,11
24,24,train,1828,229,0.12527352297592997,infinity,11
24,24,test,609,73,0.11986863711001643,infinity,11
25,25,train,1828,207,0.11323851203501094,infinity,11
25,25,test,609,81,0.1330049261083744,infinity,11
26,26,train,1828,215,0.11761487964989059,infinity,11
26,26,test,609,70,0.11494252873563218,infinity,11
27,27,train,1828,231,0.1263676148796499,infinity,11
27,27,test,609,74,0.12151067323481117,infinity,11
28,28,train,1828,207,0.11323851203501094,infinity,11
28,28,test,609,85,0.13957307060755336,infinity,11
29,29,train,1828,233,0.1274617067833698,infinity,11
29,29,test,609,75,0.12315270935960591,infinity,11
