synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,1829,215,0.11755057408419901,infinity,7
0,0,test,610,73,0.11967213114754098,infinity,7
1,1,train,1829,195,0.10661563696008748,infinity,7
1,1,test,610,66,0.10819672131147541,infinity,7
2,2,train,1829,209,0.11427009294696555,infinity,7
2,2,test,610,71,0.11639344262295082,infinity,7
3,3,train,1829,203,0.11098961180973209,infinity,7
3,3,test,610,72,0.1180327868852459,infinity,7
4,4,train,1829,197,0.10770913067249863,infinity,7
4,4,test,610,77,0.12622950819672132,infinity,7
5,5,train,1829,199,0.10880262438490979,infinity,7
5,5,test,610,76,0.12459016393442623,infinity,7
6,6,train,1829,204,0.11153635866593767,infinity,7
6,6,test,610,67,0.10983606557377049,infinity,7
7,7,train,1829,199,0.10880262438490979,infinity,7
7,7,test,610,70,0.11475409836065574,infinity,7
8,8,train,1829,212,0.11591033351558229,infinity,7
8,8,test,610,75,0.12295081967213115,infinity,7
9,9,train,1829,218,0.11919081465281575,infinity,7
9,9,test,610,68,0.11147540983606558,infinity,7
10,10,train,1829,222,0.12137780207763806,infinity,7
10,10,test,610,80,0.13114754098360656,infinity,7
11,11,train,1829,216,0.1180973209404046,infinity,7
11,11,test,610,73,0.11967213114754098,infinity,7
12,12,train,1829,211,0.11536358665937671,infinity,7
12,12,test,610,68,0.11147540983606558,infinity,7
13,13,train,1828,207,0.11323851203501094,infinity,7
13,13,test,610,78,0.12786885245901639,infinity,7
14,14,train,1828,185,0.1012035010940919,infinity,7
14,14,test,610,78,0.12786885245901639,infinity,7
15,15,train,1828,193,0.10557986870897156,infinity,7
15,15,test,610,79,0.12950819672131147,infinity,7
16,16,train,1828,225,0.12308533916849015,infinity,7
16,16,test,610,59,0.09672131147540984,infinity,7
17,17,train,1828,194,0.1061269146608315,infinity,7
17,17,test,610,70,0.11475409836065574,infinity,7
18,18,train,1828,207,0.11323851203501094,infinity,7
18,18,test,609,64,0.10509031198686371,infinity,7
19,19,train,1828,210,0.11487964989059081,infinity,7
19,19,test,609,67,0.11001642036124795,infinity,7
20,20,train,1828,190,0.10393873085339168,infinity,7
20,20,test,609,66,0.10837438423645321,infinity,7
21,21,train,1828,233,0.1274617067833698,infinity,7
21,21,test,609,70,0.11494252873563218,infinity,7
22,22,train,1828,211,0.11542669584245077,infinity,7
22,22,test,609,58,0.09523809523809523,infinity,7
23,23,train,1828,220,0.12035010940919037,infinity,7
23,23,test,609,61,0.10016420361247948,infinity,7
24,24,train,1828,200,0.10940919037199125,infinity,7
24,24,test,609,69,0.11330049261083744,infinity,7
25,25,train,1828,228,0.12472647702407003,infinity,7
25,25,test,609,63,0.10344827586206896,infinity,7
26,26,train,1828,202,0.11050328227571116,infinity,7
26,26,test,609,65,0.10673234811165845,infinity,7
27,27,train,1828,203,0.11105032822757112,infinity,7
27,27,test,609,55,0.090311986863711,infinity,7
28,28,train,1828,207,0.11323851203501094,infinity,7
28,28,test,609,78,0.12807881773399016,infinity,7
29,29,train,1828,240,0.13129102844638948,infinity,7
29,29,test,609,69,0.11330049261083744,infinity,7
