synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,3,train,913,0,0.0,0.1,11
0,3,test,92,88,0.9565217391304348,0.1,11
1,5,train,17532,0,0.0,0.1,11
1,5,test,859,858,0.9988358556461001,0.1,11
2,6,train,3024,1,0.00033068783068783067,0.1,11
2,6,test,34,34,1.0,0.1,11
3,8,train,99,0,0.0,0.1,11
3,8,test,207,207,1.0,0.1,11
4,9,train,1926,1,0.0005192107995846313,0.1,11
4,9,test,2019,0,0.0,0.1,11
5,12,train,17,17,1.0,0.1,11
5,12,test,35,32,0.9142857142857143,0.1,11
6,13,train,256,256,1.0,0.1,11
6,13,test,1186,1,0.0008431703204047217,0.1,11
7,15,train,5035,0,0.0,0.1,11
7,15,test,120,120,1.0,0.1,11
8,20,train,44,6,0.13636363636363635,0.1,11
8,20,test,8,8,1.0,0.1,11
9,21,train,107,0,0.0,0.1,11
9,21,test,1797,0,0.0,0.1,11
10,22,train,9009,137,0.015207015207015208,0.1,11
10,22,test,64,37,0.578125,0.1,11
11,23,train,12,3,0.25,0.1,11
11,23,test,636,182,0.2861635220125786,0.1,11
12,25,train,21,21,1.0,0.1,11
12,25,test,2,2,1.0,0.1,11
13,26,train,878,0,0.0,0.1,11
13,26,test,60,2,0.03333333333333333,0.1,11
14,27,train,16,0,0.0,0.1,11
14,27,test,720,0,0.0,0.1,11
15,28,train,46,46,1.0,0.1,11
15,28,test,173,173,1.0,0.1,11
16,29,train,143,139,0.972027972027972,0.1,11
16,29,test,2,1,0.5,0.1,11
