synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,5317,147,0.02764716945646041,0.5,19
0,0,test,558,20,0.035842293906810034,0.5,19
1,1,train,2314,228,0.09853068280034573,0.5,19
1,1,test,272,143,0.5257352941176471,0.5,19
2,2,train,568,536,0.9436619718309859,0.5,19
2,2,test,27,4,0.14814814814814814,0.5,19
3,3,train,463,0,0.0,0.5,19
3,3,test,1181,9,0.007620660457239628,0.5,19
4,4,train,442,2,0.004524886877828055,0.5,19
4,4,test,122,14,0.11475409836065574,0.5,19
5,5,train,899,10,0.011123470522803115,0.5,19
5,5,test,95,5,0.05263157894736842,0.5,19
6,6,train,2145,0,0.0,0.5,19
6,6,test,319,24,0.07523510971786834,0.5,19
7,7,train,505,214,0.42376237623762375,0.5,19
7,7,test,283,167,0.5901060070671378,0.5,19
8,8,train,641,527,0.8221528861154446,0.5,19
8,8,test,283,12,0.04240282685512368,0.5,19
9,9,train,1050,10,0.009523809523809525,0.5,19
9,9,test,196,46,0.23469387755102042,0.5,19
10,10,train,2152,54,0.02509293680297398,0.5,19
10,10,test,214,20,0.09345794392523364,0.5,19
11,11,train,357,60,0.16806722689075632,0.5,19
11,11,test,412,234,0.5679611650485437,0.5,19
12,12,train,6036,136,0.02253147779986746,0.5,19
12,12,test,5,3,0.6,0.5,19
13,13,train,808,64,0.07920792079207921,0.5,19
13,13,test,4972,286,0.05752212389380531,0.5,19
14,14,train,423,5,0.01182033096926714,0.5,19
14,14,test,109,87,0.7981651376146789,0.5,19
15,15,train,930,6,0.0064516129032258064,0.5,19
15,15,test,811,127,0.15659679408138102,0.5,19
16,16,train,5371,185,0.034444237572146714,0.5,19
16,16,test,398,0,0.0,0.5,19
17,17,train,2211,64,0.028946178199909543,0.5,19
17,17,test,84,1,0.011904761904761904,0.5,19
18,18,train,879,57,0.06484641638225255,0.5,19
18,18,test,1550,7,0.004516129032258065,0.5,19
19,19,train,1149,110,0.09573542210617929,0.5,19
19,19,test,25,3,0.12,0.5,19
20,20,train,1362,1362,1.0,0.5,19
20,20,test,149,120,0.8053691275167785,0.5,19
21,21,train,5740,891,0.15522648083623694,0.5,19
21,21,test,2435,19,0.0078028747433264885,0.5,19
22,22,train,152,38,0.25,0.5,19
22,22,test,1542,89,0.05771725032425422,0.5,19
23,23,train,2442,29,0.011875511875511875,0.5,19
23,23,test,729,0,0.0,0.5,19
24,24,train,1555,159,0.1022508038585209,0.5,19
24,24,test,38,11,0.2894736842105263,0.5,19
25,25,train,771,83,0.10765239948119326,0.5,19
25,25,test,179,64,0.3575418994413408,0.5,19
26,26,train,2673,529,0.19790497568275345,0.5,19
26,26,test,200,23,0.115,0.5,19
27,27,train,687,342,0.4978165938864629,0.5,19
27,27,test,317,120,0.3785488958990536,0.5,19
28,28,train,2646,254,0.09599395313681028,0.5,19
28,28,test,427,96,0.22482435597189696,0.5,19
29,29,train,2165,153,0.07066974595842956,0.5,19
29,29,test,356,331,0.9297752808988764,0.5,19
