synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,1829,218,0.11919081465281575,infinity,43
0,0,test,610,76,0.12459016393442623,infinity,43
1,1,train,1829,198,0.1082558775287042,infinity,43
1,1,test,610,72,0.1180327868852459,infinity,43
2,2,train,1829,196,0.10716238381629306,infinity,43
2,2,test,610,75,0.12295081967213115,infinity,43
3,3,train,1829,210,0.11481683980317113,infinity,43
3,3,test,610,66,0.10819672131147541,infinity,43
4,4,train,1829,200,0.10934937124111536,infinity,43
4,4,test,610,77,0.12622950819672132,infinity,43
5,5,train,1829,228,0.12465828321487152,infinity,43
5,5,test,610,60,0.09836065573770492,infinity,43
6,6,train,1829,221,0.12083105522143248,infinity,43
6,6,test,610,74,0.12131147540983607,infinity,43
7,7,train,1829,213,0.11645708037178787,infinity,43
7,7,test,610,80,0.13114754098360656,infinity,43
8,8,train,1829,231,0.12629852378348824,infinity,43
8,8,test,610,68,0.11147540983606558,infinity,43
9,9,train,1829,212,0.11591033351558229,infinity,43
9,9,test,610,59,0.09672131147540984,infinity,43
10,10,train,1829,214,0.11700382722799343,infinity,43
10,10,test,610,65,0.10655737704918032,infinity,43
11,11,train,1829,200,0.10934937124111536,infinity,43
11,11,test,610,71,0.11639344262295082,infinity,43
12,12,train,1829,205,0.11208310552214325,infinity,43
12,12,test,610,84,0.1377049180327869,infinity,43
13,13,train,1828,225,0.12308533916849015,infinity,43
13,13,test,610,75,0.12295081967213115,infinity,43
14,14,train,1828,226,0.12363238512035012,infinity,43
14,14,test,610,74,0.12131147540983607,infinity,43
15,15,train,1828,215,0.11761487964989059,infinity,43
15,15,test,610,62,0.10163934426229508,infinity,43
16,16,train,1828,208,0.1137855579868709,infinity,43
16,16,test,610,63,0.10327868852459017,infinity,43
17,17,train,1828,220,0.12035010940919037,infinity,43
17,17,test,610,67,0.10983606557377049,infinity,43
18,18,train,1828,194,0.1061269146608315,infinity,43
18,18,test,609,78,0.12807881773399016,infinity,43
19,19,train,1828,190,0.10393873085339168,infinity,43
19,19,test,609,70,0.11494252873563218,infinity,43
20,20,train,1828,192,0.1050328227571116,infinity,43
20,20,test,609,79,0.1297208538587849,infinity,43
21,21,train,1828,182,0.09956236323851203,infinity,43
21,21,test,609,71,0.11658456486042693,infinity,43
22,22,train,1828,211,0.11542669584245077,infinity,43
22,22,test,609,74,0.12151067323481117,infinity,43
23,23,train,1828,186,0.10175054704595186,infinity,43
23,23,test,609,51,0.08374384236453201,infinity,43
24,24,train,1828,204,0.11159737417943107,infinity,43
24,24,test,609,63,0.10344827586206896,infinity,43
25,25,train,1828,201,0.10995623632385121,infinity,43
25,25,test,609,65,0.10673234811165845,infinity,43
26,26,train,1828,221,0.12089715536105033,infinity,43
26,26,test,609,65,0.10673234811165845,infinity,43
27,27,train,1828,209,0.11433260393873085,infinity,43
27,27,test,609,67,0.11001642036124795,infinity,43
28,28,train,1828,211,0.11542669584245077,infinity,43
28,28,test,609,63,0.10344827586206896,infinity,43
29,29,train,1828,214,0.11706783369803063,infinity,43
29,29,test,609,71,0.11658456486042693,infinity,43
