synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,2,train,61,56,0.9180327868852459,0.1,31
0,2,test,1145,572,0.4995633187772926,0.1,31
1,3,train,141,0,0.0,0.1,31
1,3,test,378,378,1.0,0.1,31
2,5,train,1299,694,0.5342571208622017,0.1,31
2,5,test,84,82,0.9761904761904762,0.1,31
3,6,train,166,0,0.0,0.1,31
3,6,test,12,4,0.3333333333333333,0.1,31
4,10,train,9794,107,0.010925056156830712,0.1,31
4,10,test,133,133,1.0,0.1,31
5,13,train,63,63,1.0,0.1,31
5,13,test,3,0,0.0,0.1,31
6,14,train,14745,15,0.001017293997965412,0.1,31
6,14,test,9,9,1.0,0.1,31
7,16,train,210,0,0.0,0.1,31
7,16,test,3777,362,0.09584326184802754,0.1,31
8,17,train,1818,14,0.007700770077007701,0.1,31
8,17,test,126,101,0.8015873015873016,0.1,31
9,18,train,299,299,1.0,0.1,31
9,18,test,266,9,0.03383458646616541,0.1,31
10,20,train,1462,28,0.019151846785225718,0.1,31
10,20,test,239,44,0.18410041841004185,0.1,31
11,21,train,213,208,0.9765258215962441,0.1,31
11,21,test,7,7,1.0,0.1,31
12,22,train,4070,4049,0.9948402948402948,0.1,31
12,22,test,4,4,1.0,0.1,31
13,23,train,19,19,1.0,0.1,31
13,23,test,97,97,1.0,0.1,31
14,25,train,67,0,0.0,0.1,31
14,25,test,2869,153,0.05332868595329383,0.1,31
15,26,train,48,15,0.3125,0.1,31
15,26,test,238,0,0.0,0.1,31
16,28,train,2412,0,0.0,0.1,31
16,28,test,8511,36,0.0042298202326401125,0.1,31
17,29,train,1142,1,0.0008756567425569177,0.1,31
17,29,test,117,1,0.008547008547008548,0.1,31
