synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,2543,1677,0.6594573338576485,0.1,23
0,0,test,67,0,0.0,0.1,23
1,1,train,9295,0,0.0,0.1,23
1,1,test,919,72,0.07834602829162132,0.1,23
2,3,train,51,4,0.0784313725490196,0.1,23
2,3,test,132,0,0.0,0.1,23
3,5,train,13,13,1.0,0.1,23
3,5,test,4,0,0.0,0.1,23
4,7,train,462,72,0.15584415584415584,0.1,23
4,7,test,12127,2,0.00016492125010307578,0.1,23
5,8,train,713,713,1.0,0.1,23
5,8,test,29,29,1.0,0.1,23
6,10,train,232,1,0.004310344827586207,0.1,23
6,10,test,128,0,0.0,0.1,23
7,11,train,31,0,0.0,0.1,23
7,11,test,29,29,1.0,0.1,23
8,12,train,658,440,0.668693009118541,0.1,23
8,12,test,6,6,1.0,0.1,23
9,13,train,635,0,0.0,0.1,23
9,13,test,4,4,1.0,0.1,23
10,15,train,16936,0,0.0,0.1,23
10,15,test,1962,2,0.0010193679918450561,0.1,23
11,16,train,41,1,0.024390243902439025,0.1,23
11,16,test,75,75,1.0,0.1,23
12,17,train,2370,2344,0.9890295358649789,0.1,23
12,17,test,427,0,0.0,0.1,23
13,18,train,143,143,1.0,0.1,23
13,18,test,253,0,0.0,0.1,23
14,19,train,14,0,0.0,0.1,23
14,19,test,68,0,0.0,0.1,23
15,20,train,493,491,0.9959432048681541,0.1,23
15,20,test,3,0,0.0,0.1,23
16,23,train,1514,0,0.0,0.1,23
16,23,test,65,8,0.12307692307692308,0.1,23
17,26,train,59,47,0.7966101694915254,0.1,23
17,26,test,2,2,1.0,0.1,23
18,27,train,14615,113,0.007731782415326719,0.1,23
18,27,test,173,64,0.3699421965317919,0.1,23
19,28,train,13,9,0.6923076923076923,0.1,23
19,28,test,658,657,0.9984802431610942,0.1,23
20,29,train,2689,1,0.0003718854592785422,0.1,23
20,29,test,3,2,0.6666666666666666,0.1,23
