synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,366,78,0.21311475409836064,0.5,11
0,0,test,427,78,0.18266978922716628,0.5,11
1,1,train,90,8,0.08888888888888889,0.5,11
1,1,test,114,21,0.18421052631578946,0.5,11
2,2,train,401,0,0.0,0.5,11
2,2,test,114,109,0.956140350877193,0.5,11
3,3,train,2415,92,0.0380952380952381,0.5,11
3,3,test,341,2,0.005865102639296188,0.5,11
4,4,train,6557,77,0.011743175232575873,0.5,11
4,4,test,2741,389,0.14191900766143742,0.5,11
5,5,train,415,96,0.23132530120481928,0.5,11
5,5,test,289,78,0.2698961937716263,0.5,11
6,6,train,3843,67,0.017434296122820714,0.5,11
6,6,test,111,15,0.13513513513513514,0.5,11
7,7,train,478,85,0.17782426778242677,0.5,11
7,7,test,192,162,0.84375,0.5,11
8,8,train,3111,28,0.00900032144005143,0.5,11
8,8,test,1719,28,0.016288539848749273,0.5,11
9,9,train,730,727,0.9958904109589041,0.5,11
9,9,test,157,6,0.03821656050955414,0.5,11
10,10,train,573,186,0.32460732984293195,0.5,11
10,10,test,224,76,0.3392857142857143,0.5,11
11,11,train,547,437,0.7989031078610603,0.5,11
11,11,test,341,32,0.093841642228739,0.5,11
12,12,train,102,94,0.9215686274509803,0.5,11
12,12,test,1387,21,0.01514059120403749,0.5,11
13,13,train,7272,4,0.00055005500550055,0.5,11
13,13,test,376,125,0.3324468085106383,0.5,11
14,14,train,4974,0,0.0,0.5,11
14,14,test,132,51,0.38636363636363635,0.5,11
15,15,train,2414,2248,0.9312344656172328,0.5,11
15,15,test,149,29,0.19463087248322147,0.5,11
16,16,train,1800,164,0.09111111111111111,0.5,11
16,16,test,41,2,0.04878048780487805,0.5,11
17,17,train,2293,11,0.004797208896641954,0.5,11
17,17,test,213,198,0.9295774647887324,0.5,11
18,18,train,152,143,0.9407894736842105,0.5,11
18,18,test,3068,52,0.01694915254237288,0.5,11
19,19,train,1006,20,0.019880715705765408,0.5,11
19,19,test,47,16,0.3404255319148936,0.5,11
20,20,train,1597,345,0.21603005635566688,0.5,11
20,20,test,1689,79,0.046773238602723505,0.5,11
21,21,train,7336,124,0.016902944383860415,0.5,11
21,21,test,638,152,0.23824451410658307,0.5,11
22,22,train,213,98,0.460093896713615,0.5,11
22,22,test,1031,42,0.040737148399612025,0.5,11
23,23,train,384,198,0.515625,0.5,11
23,23,test,57,34,0.5964912280701754,0.5,11
24,24,train,2320,28,0.01206896551724138,0.5,11
24,24,test,43,37,0.8604651162790697,0.5,11
25,25,train,831,7,0.00842358604091456,0.5,11
25,25,test,601,25,0.04159733777038269,0.5,11
26,26,train,581,243,0.41824440619621345,0.5,11
26,26,test,1294,148,0.1143740340030912,0.5,11
27,27,train,962,346,0.3596673596673597,0.5,11
27,27,test,145,69,0.47586206896551725,0.5,11
28,28,train,155,60,0.3870967741935484,0.5,11
28,28,test,69,8,0.11594202898550725,0.5,11
29,29,train,935,241,0.25775401069518716,0.5,11
29,29,test,538,1,0.0018587360594795538,0.5,11
