synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,830,6,0.007228915662650603,0.5,7
0,0,test,37,10,0.2702702702702703,0.5,7
1,1,train,57,0,0.0,0.5,7
1,1,test,9,1,0.1111111111111111,0.5,7
2,2,train,2753,107,0.03886669088267345,0.5,7
2,2,test,97,97,1.0,0.5,7
3,3,train,1237,154,0.12449474535165723,0.5,7
3,3,test,405,0,0.0,0.5,7
4,4,train,182,141,0.7747252747252747,0.5,7
4,4,test,788,4,0.005076142131979695,0.5,7
5,5,train,1090,856,0.7853211009174312,0.5,7
5,5,test,236,20,0.0847457627118644,0.5,7
6,6,train,690,1,0.0014492753623188406,0.5,7
6,6,test,152,7,0.046052631578947366,0.5,7
7,7,train,6611,78,0.01179851762214491,0.5,7
7,7,test,1480,128,0.08648648648648649,0.5,7
8,8,train,1335,40,0.0299625468164794,0.5,7
8,8,test,827,14,0.016928657799274487,0.5,7
9,9,train,12963,30,0.0023142791020597086,0.5,7
9,9,test,1137,353,0.31046613896218117,0.5,7
10,10,train,679,320,0.47128129602356406,0.5,7
10,10,test,5036,62,0.012311358220810167,0.5,7
11,11,train,7035,205,0.02914001421464108,0.5,7
11,11,test,128,105,0.8203125,0.5,7
12,12,train,510,338,0.6627450980392157,0.5,7
12,12,test,1611,23,0.014276846679081317,0.5,7
13,13,train,1255,176,0.1402390438247012,0.5,7
13,13,test,1033,6,0.005808325266214908,0.5,7
14,14,train,545,322,0.5908256880733945,0.5,7
14,14,test,576,114,0.19791666666666666,0.5,7
15,15,train,1456,165,0.11332417582417582,0.5,7
15,15,test,269,170,0.6319702602230484,0.5,7
16,16,train,274,194,0.708029197080292,0.5,7
16,16,test,34,2,0.058823529411764705,0.5,7
17,17,train,216,215,0.9953703703703703,0.5,7
17,17,test,1689,4,0.002368265245707519,0.5,7
18,18,train,1123,963,0.8575244879786287,0.5,7
18,18,test,15,13,0.8666666666666667,0.5,7
19,19,train,1887,101,0.05352411234764176,0.5,7
19,19,test,94,69,0.7340425531914894,0.5,7
20,20,train,917,14,0.015267175572519083,0.5,7
20,20,test,260,232,0.8923076923076924,0.5,7
21,21,train,1443,6,0.004158004158004158,0.5,7
21,21,test,272,265,0.9742647058823529,0.5,7
22,22,train,405,108,0.26666666666666666,0.5,7
22,22,test,390,228,0.5846153846153846,0.5,7
23,23,train,258,131,0.5077519379844961,0.5,7
23,23,test,44,1,0.022727272727272728,0.5,7
24,24,train,65,24,0.36923076923076925,0.5,7
24,24,test,219,80,0.365296803652968,0.5,7
25,25,train,1922,50,0.026014568158168574,0.5,7
25,25,test,214,1,0.004672897196261682,0.5,7
26,26,train,1707,1059,0.6203866432337434,0.5,7
26,26,test,259,1,0.003861003861003861,0.5,7
27,27,train,2123,269,0.1267074894017899,0.5,7
27,27,test,51,48,0.9411764705882353,0.5,7
28,28,train,647,63,0.0973724884080371,0.5,7
28,28,test,891,26,0.029180695847362513,0.5,7
29,29,train,2638,119,0.045109931766489766,0.5,7
29,29,test,35,1,0.02857142857142857,0.5,7
