synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,1,train,11,10,0.9090909090909091,0.1,41
0,1,test,835,4,0.004790419161676647,0.1,41
1,6,train,332,24,0.07228915662650602,0.1,41
1,6,test,577,8,0.01386481802426343,0.1,41
2,9,train,12406,0,0.0,0.1,41
2,9,test,4044,0,0.0,0.1,41
3,10,train,361,217,0.6011080332409973,0.1,41
3,10,test,492,190,0.3861788617886179,0.1,41
4,11,train,9974,38,0.0038099057549629035,0.1,41
4,11,test,10,4,0.4,0.1,41
5,16,train,16746,0,0.0,0.1,41
5,16,test,110,95,0.8636363636363636,0.1,41
6,18,train,816,1,0.0012254901960784314,0.1,41
6,18,test,45,0,0.0,0.1,41
7,19,train,824,5,0.006067961165048544,0.1,41
7,19,test,7409,12,0.0016196517748684033,0.1,41
8,20,train,267,1,0.003745318352059925,0.1,41
8,20,test,12,0,0.0,0.1,41
9,21,train,184,184,1.0,0.1,41
9,21,test,2,2,1.0,0.1,41
10,24,train,319,0,0.0,0.1,41
10,24,test,673,153,0.22734026745913818,0.1,41
11,25,train,901,100,0.11098779134295228,0.1,41
11,25,test,1714,0,0.0,0.1,41
12,27,train,2113,2,0.000946521533364884,0.1,41
12,27,test,623,623,1.0,0.1,41
13,29,train,141,1,0.0070921985815602835,0.1,41
13,29,test,2,1,0.5,0.1,41
