synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,335,282,0.8417910447761194,0.5,41
0,0,test,88,9,0.10227272727272728,0.5,41
1,1,train,1154,691,0.598786828422877,0.5,41
1,1,test,1227,1,0.0008149959250203749,0.5,41
2,2,train,847,310,0.3659976387249115,0.5,41
2,2,test,590,3,0.005084745762711864,0.5,41
3,3,train,3521,352,0.09997159897756319,0.5,41
3,3,test,104,56,0.5384615384615384,0.5,41
4,4,train,2423,827,0.341312422616591,0.5,41
4,4,test,51,10,0.19607843137254902,0.5,41
5,5,train,142,53,0.3732394366197183,0.5,41
5,5,test,31,30,0.967741935483871,0.5,41
6,6,train,1455,33,0.02268041237113402,0.5,41
6,6,test,1045,8,0.007655502392344498,0.5,41
7,7,train,1058,700,0.6616257088846881,0.5,41
7,7,test,399,206,0.5162907268170426,0.5,41
8,8,train,556,397,0.7140287769784173,0.5,41
8,8,test,114,47,0.41228070175438597,0.5,41
9,9,train,6826,70,0.010254907705830648,0.5,41
9,9,test,3306,151,0.045674531155474894,0.5,41
10,10,train,1290,119,0.09224806201550388,0.5,41
10,10,test,880,67,0.07613636363636364,0.5,41
11,11,train,5842,0,0.0,0.5,41
11,11,test,2286,340,0.14873140857392825,0.5,41
12,12,train,73,1,0.0136986301369863,0.5,41
12,12,test,307,251,0.8175895765472313,0.5,41
13,13,train,118,74,0.6271186440677966,0.5,41
13,13,test,955,137,0.14345549738219895,0.5,41
14,14,train,120,8,0.06666666666666667,0.5,41
14,14,test,711,130,0.1828410689170183,0.5,41
15,15,train,181,179,0.988950276243094,0.5,41
15,15,test,367,14,0.03814713896457766,0.5,41
16,16,train,8381,246,0.029352105953943445,0.5,41
16,16,test,162,64,0.3950617283950617,0.5,41
17,17,train,5388,86,0.015961395694135114,0.5,41
17,17,test,468,6,0.01282051282051282,0.5,41
18,18,train,1236,657,0.5315533980582524,0.5,41
18,18,test,378,40,0.10582010582010581,0.5,41
19,19,train,1934,46,0.023784901758014478,0.5,41
19,19,test,36,4,0.1111111111111111,0.5,41
20,20,train,1914,24,0.012539184952978056,0.5,41
20,20,test,314,74,0.2356687898089172,0.5,41
21,21,train,1382,15,0.01085383502170767,0.5,41
21,21,test,215,179,0.8325581395348837,0.5,41
22,22,train,914,533,0.5831509846827133,0.5,41
22,22,test,1010,11,0.01089108910891089,0.5,41
23,23,train,145,91,0.6275862068965518,0.5,41
23,23,test,1883,55,0.029208709506107277,0.5,41
24,24,train,624,207,0.3317307692307692,0.5,41
24,24,test,380,122,0.32105263157894737,0.5,41
25,25,train,1437,2,0.0013917884481558804,0.5,41
25,25,test,55,7,0.12727272727272726,0.5,41
26,26,train,1995,118,0.05914786967418546,0.5,41
26,26,test,708,0,0.0,0.5,41
27,27,train,2636,6,0.002276176024279211,0.5,41
27,27,test,88,44,0.5,0.5,41
28,28,train,269,26,0.09665427509293681,0.5,41
28,28,test,60,13,0.21666666666666667,0.5,41
29,29,train,657,102,0.1552511415525114,0.5,41
29,29,test,70,6,0.08571428571428572,0.5,41
