synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,1829,206,0.11262985237834883,infinity,37
0,0,test,610,62,0.10163934426229508,infinity,37
1,1,train,1829,189,0.10333515582285402,infinity,37
1,1,test,610,71,0.11639344262295082,infinity,37
2,2,train,1829,221,0.12083105522143248,infinity,37
2,2,test,610,66,0.10819672131147541,infinity,37
3,3,train,1829,215,0.11755057408419901,infinity,37
3,3,test,610,78,0.12786885245901639,infinity,37
4,4,train,1829,195,0.10661563696008748,infinity,37
4,4,test,610,76,0.12459016393442623,infinity,37
5,5,train,1829,218,0.11919081465281575,infinity,37
5,5,test,610,73,0.11967213114754098,infinity,37
6,6,train,1829,189,0.10333515582285402,infinity,37
6,6,test,610,73,0.11967213114754098,infinity,37
7,7,train,1829,207,0.1131765992345544,infinity,37
7,7,test,610,67,0.10983606557377049,infinity,37
8,8,train,1829,220,0.1202843083652269,infinity,37
8,8,test,610,82,0.13442622950819672,infinity,37
9,9,train,1829,197,0.10770913067249863,infinity,37
9,9,test,610,71,0.11639344262295082,infinity,37
10,10,train,1829,188,0.10278840896664844,infinity,37
10,10,test,610,53,0.08688524590163935,infinity,37
11,11,train,1829,199,0.10880262438490979,infinity,37
11,11,test,610,82,0.13442622950819672,infinity,37
12,12,train,1829,221,0.12083105522143248,infinity,37
12,12,test,610,62,0.10163934426229508,infinity,37
13,13,train,1828,215,0.11761487964989059,infinity,37
13,13,test,610,70,0.11475409836065574,infinity,37
14,14,train,1828,228,0.12472647702407003,infinity,37
14,14,test,610,63,0.10327868852459017,infinity,37
15,15,train,1828,213,0.11652078774617068,infinity,37
15,15,test,610,74,0.12131147540983607,infinity,37
16,16,train,1828,219,0.11980306345733041,infinity,37
16,16,test,610,76,0.12459016393442623,infinity,37
17,17,train,1828,209,0.11433260393873085,infinity,37
17,17,test,610,61,0.1,infinity,37
18,18,train,1828,207,0.11323851203501094,infinity,37
18,18,test,609,68,0.1116584564860427,infinity,37
19,19,train,1828,207,0.11323851203501094,infinity,37
19,19,test,609,97,0.1592775041050903,infinity,37
20,20,train,1828,225,0.12308533916849015,infinity,37
20,20,test,609,72,0.11822660098522167,infinity,37
21,21,train,1828,195,0.10667396061269147,infinity,37
21,21,test,609,62,0.10180623973727422,infinity,37
22,22,train,1828,203,0.11105032822757112,infinity,37
22,22,test,609,60,0.09852216748768473,infinity,37
23,23,train,1828,215,0.11761487964989059,infinity,37
23,23,test,609,61,0.10016420361247948,infinity,37
24,24,train,1828,211,0.11542669584245077,infinity,37
24,24,test,609,53,0.08702791461412152,infinity,37
25,25,train,1828,238,0.1301969365426696,infinity,37
25,25,test,609,72,0.11822660098522167,infinity,37
26,26,train,1828,196,0.10722100656455143,infinity,37
26,26,test,609,69,0.11330049261083744,infinity,37
27,27,train,1828,189,0.10339168490153172,infinity,37
27,27,test,609,70,0.11494252873563218,infinity,37
28,28,train,1828,206,0.11269146608315099,infinity,37
28,28,test,609,74,0.12151067323481117,infinity,37
29,29,train,1828,214,0.11706783369803063,infinity,37
29,29,test,609,67,0.11001642036124795,infinity,37
