synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,1829,200,0.10934937124111536,infinity,29
0,0,test,610,67,0.10983606557377049,infinity,29
1,1,train,1829,198,0.1082558775287042,infinity,29
1,1,test,610,56,0.09180327868852459,infinity,29
2,2,train,1829,206,0.11262985237834883,infinity,29
2,2,test,610,70,0.11475409836065574,infinity,29
3,3,train,1829,188,0.10278840896664844,infinity,29
3,3,test,610,80,0.13114754098360656,infinity,29
4,4,train,1829,202,0.11044286495352652,infinity,29
4,4,test,610,72,0.1180327868852459,infinity,29
5,5,train,1829,206,0.11262985237834883,infinity,29
5,5,test,610,66,0.10819672131147541,infinity,29
6,6,train,1829,231,0.12629852378348824,infinity,29
6,6,test,610,75,0.12295081967213115,infinity,29
7,7,train,1829,217,0.11864406779661017,infinity,29
7,7,test,610,53,0.08688524590163935,infinity,29
8,8,train,1829,202,0.11044286495352652,infinity,29
8,8,test,610,78,0.12786885245901639,infinity,29
9,9,train,1829,191,0.10442864953526518,infinity,29
9,9,test,610,64,0.10491803278688525,infinity,29
10,10,train,1829,214,0.11700382722799343,infinity,29
10,10,test,610,60,0.09836065573770492,infinity,29
11,11,train,1829,195,0.10661563696008748,infinity,29
11,11,test,610,78,0.12786885245901639,infinity,29
12,12,train,1829,206,0.11262985237834883,infinity,29
12,12,test,610,61,0.1,infinity,29
13,13,train,1828,205,0.11214442013129103,infinity,29
13,13,test,610,72,0.1180327868852459,infinity,29
14,14,train,1828,216,0.11816192560175055,infinity,29
14,14,test,610,74,0.12131147540983607,infinity,29
15,15,train,1828,230,0.12582056892778992,infinity,29
15,15,test,610,58,0.09508196721311475,infinity,29
16,16,train,1828,209,0.11433260393873085,infinity,29
16,16,test,610,69,0.11311475409836065,infinity,29
17,17,train,1828,211,0.11542669584245077,infinity,29
17,17,test,610,66,0.10819672131147541,infinity,29
18,18,train,1828,213,0.11652078774617068,infinity,29
18,18,test,609,78,0.12807881773399016,infinity,29
19,19,train,1828,197,0.10776805251641138,infinity,29
19,19,test,609,66,0.10837438423645321,infinity,29
20,20,train,1828,210,0.11487964989059081,infinity,29
20,20,test,609,59,0.09688013136288999,infinity,29
21,21,train,1828,221,0.12089715536105033,infinity,29
21,21,test,609,68,0.1116584564860427,infinity,29
22,22,train,1828,201,0.10995623632385121,infinity,29
22,22,test,609,74,0.12151067323481117,infinity,29
23,23,train,1828,210,0.11487964989059081,infinity,29
23,23,test,609,76,0.12479474548440066,infinity,29
24,24,train,1828,214,0.11706783369803063,infinity,29
24,24,test,609,72,0.11822660098522167,infinity,29
25,25,train,1828,185,0.1012035010940919,infinity,29
25,25,test,609,92,0.1510673234811166,infinity,29
26,26,train,1828,230,0.12582056892778992,infinity,29
26,26,test,609,67,0.11001642036124795,infinity,29
27,27,train,1828,242,0.1323851203501094,infinity,29
27,27,test,609,67,0.11001642036124795,infinity,29
28,28,train,1828,198,0.10831509846827134,infinity,29
28,28,test,609,75,0.12315270935960591,infinity,29
29,29,train,1828,207,0.11323851203501094,infinity,29
29,29,test,609,72,0.11822660098522167,infinity,29
