synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,1349,878,0.6508524833209784,1.0,37
0,0,test,747,27,0.03614457831325301,1.0,37
1,1,train,3308,288,0.08706166868198308,1.0,37
1,1,test,208,1,0.004807692307692308,1.0,37
2,2,train,109,77,0.7064220183486238,1.0,37
2,2,test,1964,42,0.021384928716904276,1.0,37
3,3,train,10345,185,0.017883035282745288,1.0,37
3,3,test,642,116,0.1806853582554517,1.0,37
4,4,train,123,42,0.34146341463414637,1.0,37
4,4,test,50,25,0.5,1.0,37
5,5,train,721,215,0.29819694868238555,1.0,37
5,5,test,300,56,0.18666666666666668,1.0,37
6,6,train,1731,657,0.37954939341421146,1.0,37
6,6,test,231,25,0.10822510822510822,1.0,37
7,7,train,2256,216,0.09574468085106383,1.0,37
7,7,test,411,143,0.34793187347931875,1.0,37
8,8,train,2929,138,0.04711505633321953,1.0,37
8,8,test,769,44,0.05721716514954486,1.0,37
9,9,train,3258,103,0.03161448741559239,1.0,37
9,9,test,1335,173,0.1295880149812734,1.0,37
10,10,train,525,218,0.41523809523809524,1.0,37
10,10,test,1897,3,0.0015814443858724301,1.0,37
11,11,train,732,21,0.028688524590163935,1.0,37
11,11,test,583,65,0.11149228130360206,1.0,37
12,12,train,815,346,0.4245398773006135,1.0,37
12,12,test,540,72,0.13333333333333333,1.0,37
13,13,train,4876,274,0.05619360131255127,1.0,37
13,13,test,321,36,0.11214953271028037,1.0,37
14,14,train,218,158,0.7247706422018348,1.0,37
14,14,test,571,20,0.03502626970227671,1.0,37
15,15,train,916,351,0.38318777292576417,1.0,37
15,15,test,258,119,0.46124031007751937,1.0,37
16,16,train,825,2,0.0024242424242424242,1.0,37
16,16,test,313,128,0.40894568690095845,1.0,37
17,17,train,494,202,0.4089068825910931,1.0,37
17,17,test,533,51,0.09568480300187618,1.0,37
18,18,train,749,157,0.2096128170894526,1.0,37
18,18,test,389,179,0.4601542416452442,1.0,37
19,19,train,1577,336,0.21306277742549143,1.0,37
19,19,test,1014,58,0.05719921104536489,1.0,37
20,20,train,1443,196,0.13582813582813583,1.0,37
20,20,test,49,15,0.30612244897959184,1.0,37
21,21,train,3023,81,0.026794574925570625,1.0,37
21,21,test,559,44,0.07871198568872988,1.0,37
22,22,train,1942,67,0.0345005149330587,1.0,37
22,22,test,306,80,0.26143790849673204,1.0,37
23,23,train,606,47,0.07755775577557755,1.0,37
23,23,test,188,46,0.24468085106382978,1.0,37
24,24,train,3470,102,0.029394812680115272,1.0,37
24,24,test,351,60,0.17094017094017094,1.0,37
25,25,train,1879,375,0.19957424161788184,1.0,37
25,25,test,1042,272,0.26103646833013433,1.0,37
26,26,train,508,115,0.2263779527559055,1.0,37
26,26,test,1462,128,0.08755129958960328,1.0,37
27,27,train,1921,140,0.07287870900572618,1.0,37
27,27,test,774,6,0.007751937984496124,1.0,37
28,28,train,954,58,0.06079664570230608,1.0,37
28,28,test,198,42,0.21212121212121213,1.0,37
29,29,train,1251,210,0.16786570743405277,1.0,37
29,29,test,283,9,0.03180212014134275,1.0,37
