synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,1829,198,0.1082558775287042,infinity,23
0,0,test,610,90,0.14754098360655737,infinity,23
1,1,train,1829,227,0.12411153635866594,infinity,23
1,1,test,610,80,0.13114754098360656,infinity,23
2,2,train,1829,200,0.10934937124111536,infinity,23
2,2,test,610,72,0.1180327868852459,infinity,23
3,3,train,1829,208,0.11372334609075997,infinity,23
3,3,test,610,71,0.11639344262295082,infinity,23
4,4,train,1829,216,0.1180973209404046,infinity,23
4,4,test,610,60,0.09836065573770492,infinity,23
5,5,train,1829,212,0.11591033351558229,infinity,23
5,5,test,610,76,0.12459016393442623,infinity,23
6,6,train,1829,222,0.12137780207763806,infinity,23
6,6,test,610,63,0.10327868852459017,infinity,23
7,7,train,1829,221,0.12083105522143248,infinity,23
7,7,test,610,71,0.11639344262295082,infinity,23
8,8,train,1829,185,0.10114816839803172,infinity,23
8,8,test,610,80,0.13114754098360656,infinity,23
9,9,train,1829,221,0.12083105522143248,infinity,23
9,9,test,610,59,0.09672131147540984,infinity,23
10,10,train,1829,202,0.11044286495352652,infinity,23
10,10,test,610,73,0.11967213114754098,infinity,23
11,11,train,1829,205,0.11208310552214325,infinity,23
11,11,test,610,63,0.10327868852459017,infinity,23
12,12,train,1829,224,0.1224712957900492,infinity,23
12,12,test,610,63,0.10327868852459017,infinity,23
13,13,train,1828,212,0.11597374179431072,infinity,23
13,13,test,610,63,0.10327868852459017,infinity,23
14,14,train,1828,215,0.11761487964989059,infinity,23
14,14,test,610,64,0.10491803278688525,infinity,23
15,15,train,1828,197,0.10776805251641138,infinity,23
15,15,test,610,80,0.13114754098360656,infinity,23
16,16,train,1828,198,0.10831509846827134,infinity,23
16,16,test,610,81,0.13278688524590163,infinity,23
17,17,train,1828,228,0.12472647702407003,infinity,23
17,17,test,610,72,0.1180327868852459,infinity,23
18,18,train,1828,216,0.11816192560175055,infinity,23
18,18,test,609,68,0.1116584564860427,infinity,23
19,19,train,1828,204,0.11159737417943107,infinity,23
19,19,test,609,66,0.10837438423645321,infinity,23
20,20,train,1828,191,0.10448577680525165,infinity,23
20,20,test,609,61,0.10016420361247948,infinity,23
21,21,train,1828,224,0.12253829321663019,infinity,23
21,21,test,609,71,0.11658456486042693,infinity,23
22,22,train,1828,231,0.1263676148796499,infinity,23
22,22,test,609,72,0.11822660098522167,infinity,23
23,23,train,1828,192,0.1050328227571116,infinity,23
23,23,test,609,80,0.13136288998357964,infinity,23
24,24,train,1828,205,0.11214442013129103,infinity,23
24,24,test,609,78,0.12807881773399016,infinity,23
25,25,train,1828,205,0.11214442013129103,infinity,23
25,25,test,609,69,0.11330049261083744,infinity,23
26,26,train,1828,219,0.11980306345733041,infinity,23
26,26,test,609,61,0.10016420361247948,infinity,23
27,27,train,1828,191,0.10448577680525165,infinity,23
27,27,test,609,58,0.09523809523809523,infinity,23
28,28,train,1828,187,0.10229759299781181,infinity,23
28,28,test,609,58,0.09523809523809523,infinity,23
29,29,train,1828,199,0.10886214442013128,infinity,23
29,29,test,609,62,0.10180623973727422,infinity,23
