synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,3,train,64,6,0.09375,0.1,7
0,3,test,24,0,0.0,0.1,7
1,7,train,8407,0,0.0,0.1,7
1,7,test,1087,0,0.0,0.1,7
2,8,train,125,1,0.008,0.1,7
2,8,test,306,0,0.0,0.1,7
3,9,train,26628,0,0.0,0.1,7
3,9,test,341,66,0.1935483870967742,0.1,7
4,10,train,117,117,1.0,0.1,7
4,10,test,10101,0,0.0,0.1,7
5,11,train,9012,21,0.002330226364846871,0.1,7
5,11,test,388,388,1.0,0.1,7
6,12,train,142,142,1.0,0.1,7
6,12,test,1496,8,0.0053475935828877,0.1,7
7,13,train,67,10,0.14925373134328357,0.1,7
7,13,test,619,41,0.06623586429725363,0.1,7
8,14,train,121,121,1.0,0.1,7
8,14,test,43,0,0.0,0.1,7
9,17,train,15,15,1.0,0.1,7
9,17,test,1654,0,0.0,0.1,7
10,19,train,2310,1895,0.8203463203463204,0.1,7
10,19,test,11,11,1.0,0.1,7
11,20,train,26,1,0.038461538461538464,0.1,7
11,20,test,200,200,1.0,0.1,7
12,21,train,287,99,0.34494773519163763,0.1,7
12,21,test,244,244,1.0,0.1,7
13,27,train,471,0,0.0,0.1,7
13,27,test,3,0,0.0,0.1,7
14,29,train,3411,2200,0.6449721489299326,0.1,7
14,29,test,369,3,0.008130081300813009,0.1,7
