synthetic_client_id,original_slot,split,rows,deaths,mortality_rate,beta,seed
0,0,train,826,435,0.5266343825665859,0.5,29
0,0,test,2426,0,0.0,0.5,29
1,1,train,4553,442,0.09707884911047661,0.5,29
1,1,test,196,189,0.9642857142857143,0.5,29
2,2,train,1302,2,0.0015360983102918587,0.5,29
2,2,test,678,110,0.16224188790560473,0.5,29
3,3,train,579,8,0.013816925734024179,0.5,29
3,3,test,756,411,0.5436507936507936,0.5,29
4,4,train,1935,1,0.0005167958656330749,0.5,29
4,4,test,354,48,0.13559322033898305,0.5,29
5,5,train,3652,262,0.07174151150054764,0.5,29
5,5,test,75,70,0.9333333333333333,0.5,29
6,6,train,474,442,0.9324894514767933,0.5,29
6,6,test,31,26,0.8387096774193549,0.5,29
7,7,train,2831,210,0.07417873542917697,0.5,29
7,7,test,4,3,0.75,0.5,29
8,8,train,921,153,0.16612377850162866,0.5,29
8,8,test,96,3,0.03125,0.5,29
9,9,train,1748,250,0.14302059496567507,0.5,29
9,9,test,766,63,0.08224543080939947,0.5,29
10,10,train,124,87,0.7016129032258065,0.5,29
10,10,test,115,1,0.008695652173913044,0.5,29
11,11,train,1315,399,0.30342205323193916,0.5,29
11,11,test,297,26,0.08754208754208755,0.5,29
12,12,train,386,342,0.8860103626943006,0.5,29
12,12,test,84,35,0.4166666666666667,0.5,29
13,13,train,994,1,0.001006036217303823,0.5,29
13,13,test,651,174,0.2672811059907834,0.5,29
14,14,train,4726,105,0.022217520101565805,0.5,29
14,14,test,1753,0,0.0,0.5,29
15,15,train,6216,104,0.01673101673101673,0.5,29
15,15,test,119,0,0.0,0.5,29
16,16,train,880,571,0.6488636363636363,0.5,29
16,16,test,883,69,0.07814269535673839,0.5,29
17,17,train,43,33,0.7674418604651163,0.5,29
17,17,test,2114,67,0.031693472090823085,0.5,29
18,18,train,574,2,0.003484320557491289,0.5,29
18,18,test,206,39,0.18932038834951456,0.5,29
19,19,train,286,256,0.8951048951048951,0.5,29
19,19,test,189,24,0.12698412698412698,0.5,29
20,20,train,1695,53,0.03126843657817109,0.5,29
20,20,test,156,0,0.0,0.5,29
21,21,train,297,1,0.003367003367003367,0.5,29
21,21,test,301,0,0.0,0.5,29
22,22,train,3957,2,0.0005054334091483447,0.5,29
22,22,test,122,112,0.9180327868852459,0.5,29
23,23,train,947,891,0.9408658922914467,0.5,29
23,23,test,171,7,0.04093567251461988,0.5,29
24,24,train,172,84,0.4883720930232558,0.5,29
24,24,test,505,133,0.2633663366336634,0.5,29
25,25,train,1731,220,0.1270941652224148,0.5,29
25,25,test,540,331,0.6129629629629629,0.5,29
26,26,train,18,17,0.9444444444444444,0.5,29
26,26,test,3550,117,0.03295774647887324,0.5,29
27,27,train,9881,85,0.008602368181358162,0.5,29
27,27,test,160,7,0.04375,0.5,29
28,28,train,768,768,1.0,0.5,29
28,28,test,819,8,0.009768009768009768,0.5,29
29,29,train,1022,29,0.02837573385518591,0.5,29
29,29,test,171,12,0.07017543859649122,0.5,29
