client_id,kl_divergence,js_divergence,label_entropy,dominant_class_ratio,samples
1,0.04160497572000819,0.009926955405393852,2.531947129656741,0.27377521613647654,347
2,0.00762556959692217,0.0019079780889349075,2.5789815899681003,0.19536423841002587,302
3,0.003351548275819736,0.0008337563610687376,2.579851875739744,0.1818181818179152,341
4,0.0039261093371378356,0.0009783666676083562,2.579196125863688,0.1892744479490989,317
5,0.005302322060972801,0.0013323449068840796,2.578825401936159,0.18543046357578613,302
6,0.0015785875106691036,0.00039455236208220173,2.581924002866118,0.17538461538445443,325
7,0.005018211433339179,0.0012529877875584764,2.5819977460632395,0.18506493506457666,308
8,0.0004948297964662263,0.0001240038443230411,2.5729644769933624,0.1921708185047935,281
9,0.005134576358123899,0.0012927781858175984,2.5812444883383097,0.1805555555552662,288
10,0.005185514915978627,0.0013245891269872277,2.571071937742305,0.1972789115640011,294
11,0.00687473473275739,0.0017396710300065874,2.578958261038448,0.1867088607591131,316
12,0.0016712536756710605,0.0004182917516254444,2.577610499327984,0.19062499999955076,320
13,0.0032911081783364706,0.0008267889039270016,2.5786181542655418,0.1896024464827596,327
14,0.004438697384658578,0.001122363832814225,2.5785968325334947,0.1857585139315339,323
15,0.004421625695394962,0.0010994592157473788,2.564229501520681,0.21951219512098455,328
16,0.005849138894349428,0.0014677290862592464,2.5581795304023056,0.21311475409759922,366
17,0.00374765176906365,0.0009356274845728732,2.5593487871430156,0.21195652173839202,368
18,0.0032615644942022015,0.0008148997590795713,2.577202912042458,0.20054945054889206,364
19,0.01792848278533125,0.004531689813441129,2.524427168351913,0.23055555555449075,360
20,0.003866014949437029,0.0009708689314376566,2.5623641599796723,0.20621468926486644,354
21,0.021039307157702608,0.005323187210054615,2.5203978559332167,0.2205882352933247,408
22,0.010051905485993481,0.0025207102911377916,2.542498370875995,0.22429906541948352,321
23,0.0014307141491172468,0.0003587906643655063,2.573397778894389,0.19354838709634062,372
24,0.0011362646561368767,0.0002860158814332784,2.577626497991802,0.18897637795240457,381
25,0.0017986579979143002,0.00044962178862665084,2.579313990588801,0.180929095354314,409
26,0.0035134871970647305,0.0008721300006747652,2.5640798778034783,0.19897959183624012,392
27,0.005588999784764868,0.0013988882168419065,2.553825494493389,0.2127659574460729,376
28,0.007066630717756307,0.0017776005669063724,2.5509131360556174,0.20942408376896193,382
29,0.001165944916930499,0.000292687534231742,2.5712231919433775,0.20058139534824568,344
30,0.006684626107218966,0.0016703798627544226,2.5828875028645313,0.1827676240206355,383
